metro,date,home_values,rent_index,inventory,new_construction_sales,sales_count,mean_sale_price,years_to_save_downpayment,homeowner_affordability,renter_affordability,days_on_market,median_sale_to_list_ratio
"Philadelphia, PA",01/31/2014,"$201,370",,,,"4,214","$227,001",7,0.2430,,,
"Philadelphia, PA",01/31/2015,"$204,196","$1,179",,,"4,627","$222,572",6,0.2202,0.2236,,
"Philadelphia, PA",01/31/2016,"$211,808","$1,209",,,"5,215","$226,176",6,0.2287,0.2225,,
"Philadelphia, PA",01/31/2017,"$220,020","$1,251",,,"6,135","$228,919",7,0.2304,0.2236,,
"Philadelphia, PA",01/31/2018,"$229,948","$1,288",,554,"5,935","$237,446",7,0.2415,0.2227,,0.9786
"Philadelphia, PA",01/31/2019,"$238,214","$1,336","23,875",455,"5,689","$242,374",7,0.2534,0.2207,71,0.9793
"Philadelphia, PA",01/31/2020,"$249,121","$1,386","19,419",580,"5,990","$263,943",7,0.2295,0.2262,67,0.9792
"Philadelphia, PA",01/31/2021,"$275,976","$1,429","14,422",669,"7,227","$304,874",7,0.2151,0.2168,36,1.0000
"Philadelphia, PA",01/31/2022,"$303,049","$1,589","13,328",688,"9,456","$312,085",7,0.2412,0.2363,33,1.0000
"Philadelphia, PA",01/31/2023,"$326,797","$1,664","12,593",403,"4,531","$336,777",8,0.3100,0.2331,38,0.9905
"Philadelphia, PA",01/31/2024,"$348,821","$1,722","11,358",343,"4,397","$366,101",8,0.3286,0.2327,37,1.0000
"Philadelphia, PA",01/31/2025,"$365,315","$1,797","12,187",301,"4,898","$386,330",8,0.3464,0.2336,40,1.0000
"Philadelphia, PA",01/31/2026,"$375,224","$1,848","12,714",213,"4,469","$427,325",8,0.3237,0.2324,45,0.9961
"Philadelphia, PA",02/28/2013,"$195,560",,,,"3,868","$208,726",6,0.2436,,,
"Philadelphia, PA",02/28/2014,"$201,765",,,,"3,547","$221,463",7,0.2406,,,
"Philadelphia, PA",02/28/2015,"$204,650","$1,186",,,"4,410","$201,502",6,0.2210,0.2238,,
"Philadelphia, PA",02/28/2017,"$220,620","$1,257",,,"5,405","$222,309",7,0.2308,0.2235,,
"Philadelphia, PA",02/28/2018,"$230,930","$1,296",,458,"4,860","$229,426",7,0.2471,0.2226,,0.9800
"Philadelphia, PA",02/28/2019,"$239,325","$1,343","22,874",411,"5,286","$240,481",7,0.2517,0.2202,72,0.9791
"Philadelphia, PA",02/28/2021,"$279,797","$1,437","13,293",608,"6,625","$299,527",7,0.2176,0.2162,36,1.0000
"Philadelphia, PA",02/28/2022,"$307,359","$1,600","11,983",640,"7,395","$308,616",8,0.2494,0.2364,33,1.0000
"Philadelphia, PA",02/28/2023,"$326,936","$1,667","11,680",377,"4,366","$323,357",8,0.3089,0.2327,40,1.0000
"Philadelphia, PA",02/28/2025,"$366,389","$1,802","11,482",285,"4,455","$391,564",8,0.3436,0.2334,42,1.0000
"Philadelphia, PA",02/28/2026,"$376,063","$1,859","11,739",,"3,903","$398,253",8,0.3223,0.2326,47,
"Philadelphia, PA",02/29/2012,"$196,484",,,,"3,517","$205,717",7,0.2411,,,
"Philadelphia, PA",02/29/2016,"$212,588","$1,217",,,"5,185","$216,856",6,0.2251,0.2227,,
"Philadelphia, PA",02/29/2020,"$250,901","$1,397","18,474",501,"5,260","$261,780",7,0.2282,0.2272,66,0.9839
"Philadelphia, PA",02/29/2024,"$350,359","$1,731","10,838",328,"4,348","$354,006",8,0.3323,0.2329,38,1.0000
"Philadelphia, PA",03/31/2012,"$196,334",,,,"4,662","$219,204",7,0.2419,,,
"Philadelphia, PA",03/31/2013,"$195,994",,,,"4,985","$225,362",6,0.2440,,,
"Philadelphia, PA",03/31/2014,"$202,066",,,,"4,496","$222,094",7,0.2409,,,
"Philadelphia, PA",03/31/2015,"$205,166","$1,198",,,"5,542","$222,328",6,0.2222,0.2246,,
"Philadelphia, PA",03/31/2016,"$212,981","$1,226",,,"6,366","$218,368",6,0.2255,0.2224,,
"Philadelphia, PA",03/31/2017,"$221,174","$1,269",,,"7,588","$235,702",7,0.2315,0.2237,,
"Philadelphia, PA",03/31/2018,"$232,108","$1,307","24,796",588,"6,891","$249,833",7,0.2496,0.2223,60,0.9846
"Philadelphia, PA",03/31/2019,"$240,526","$1,356","23,683",588,"7,051","$247,080",7,0.2502,0.2203,66,0.9840
"Philadelphia, PA",03/31/2020,"$253,049","$1,409","18,721",600,"6,786","$273,532",7,0.2276,0.2259,57,0.9894
"Philadelphia, PA",03/31/2021,"$283,564","$1,447","13,820",751,"8,574","$307,767",7,0.2256,0.2173,32,1.0000
"Philadelphia, PA",03/31/2022,"$312,645","$1,611","12,376",733,"9,144","$322,313",8,0.2605,0.2360,29,1.0000
"Philadelphia, PA",03/31/2023,"$327,902","$1,680","11,912",492,"6,072","$350,753",8,0.3160,0.2336,38,1.0000
"Philadelphia, PA",03/31/2024,"$352,666","$1,742","11,297",408,"5,283","$374,126",8,0.3344,0.2330,35,1.0000
"Philadelphia, PA",03/31/2025,"$367,073","$1,806","12,174",283,"5,282","$395,059",8,0.3383,0.2328,38,1.0000
"Philadelphia, PA",04/30/2012,"$196,488",,,,"4,823","$224,158",7,0.2411,,,
"Philadelphia, PA",04/30/2013,"$196,500",,,,"5,833","$229,534",6,0.2417,,,
"Philadelphia, PA",04/30/2014,"$202,330",,,,"5,324","$232,548",7,0.2403,,,
"Philadelphia, PA",04/30/2015,"$205,662","$1,205",,,"6,283","$230,345",6,0.2207,0.2247,,
"Philadelphia, PA",04/30/2016,"$213,292","$1,235",,,"7,102","$234,022",6,0.2237,0.2226,,
"Philadelphia, PA",04/30/2017,"$222,065","$1,277",,,"7,663","$245,543",7,0.2291,0.2239,,
"Philadelphia, PA",04/30/2018,"$233,058","$1,317","26,773",637,"7,670","$247,369",7,0.2502,0.2222,56,0.9855
"Philadelphia, PA",04/30/2019,"$241,529","$1,367","25,202",629,"7,833","$260,939",7,0.2482,0.2204,56,0.9873
"Philadelphia, PA",04/30/2020,"$255,082","$1,414","17,864",493,"5,712","$298,046",7,0.2242,0.2234,50,0.9947
"Philadelphia, PA",04/30/2021,"$287,305","$1,462","14,765",789,"9,163","$319,089",7,0.2286,0.2196,26,1.0000
"Philadelphia, PA",04/30/2022,"$317,851","$1,625","13,407",597,"8,742","$345,883",8,0.2808,0.2359,22,1.0143
"Philadelphia, PA",04/30/2023,"$329,823","$1,689","12,208",449,"5,797","$350,513",8,0.3125,0.2339,32,1.0000
"Philadelphia, PA",04/30/2024,"$355,380","$1,752","12,065",431,"6,154","$391,337",8,0.3402,0.2331,30,1.0000
"Philadelphia, PA",04/30/2025,"$367,921","$1,811","13,128",337,"6,314","$416,426",8,0.3397,0.2323,32,1.0000
"Philadelphia, PA",05/31/2012,"$196,556",,,,"5,607","$238,391",7,0.2390,,,
"Philadelphia, PA",05/31/2013,"$197,184",,,,"6,813","$251,441",6,0.2435,,,
"Philadelphia, PA",05/31/2014,"$202,930",,,,"6,318","$246,215",7,0.2375,,,
"Philadelphia, PA",05/31/2015,"$206,258","$1,211",,,"7,104","$249,724",6,0.2238,0.2248,,
"Philadelphia, PA",05/31/2016,"$213,731","$1,242",,,"8,297","$242,757",6,0.2235,0.2226,,
"Philadelphia, PA",05/31/2017,"$223,057","$1,283",,,"9,254","$263,086",7,0.2290,0.2238,,
"Philadelphia, PA",05/31/2018,"$233,725","$1,325","28,663",689,"8,952","$261,099",7,0.2523,0.2223,52,0.9900
"Philadelphia, PA",05/31/2019,"$242,182","$1,375","26,821",659,"9,286","$271,771",7,0.2468,0.2204,49,0.9905
"Philadelphia, PA",05/31/2020,"$256,302","$1,415","17,634",455,"4,982","$287,592",7,0.2216,0.2207,45,0.9913
"Philadelphia, PA",05/31/2021,"$291,017","$1,483","16,415",728,"9,203","$328,823",7,0.2298,0.2224,21,1.0004
"Philadelphia, PA",05/31/2022,"$322,521","$1,640","14,797",633,"8,982","$365,799",8,0.2887,0.2355,18,1.0190
"Philadelphia, PA",05/31/2023,"$332,656","$1,702","12,719",469,"6,714","$375,461",8,0.3164,0.2343,27,1.0000
"Philadelphia, PA",05/31/2024,"$357,414","$1,761","13,048",437,"6,802","$409,964",8,0.3425,0.2329,26,1.0002
"Philadelphia, PA",05/31/2025,"$368,838","$1,818","14,519",326,"6,919","$432,438",8,0.3415,0.2320,28,1.0000
"Philadelphia, PA",06/30/2012,"$196,453",,,,"6,249","$256,239",7,0.2365,,,
"Philadelphia, PA",06/30/2013,"$197,839",,,,"7,379","$269,277",6,0.2540,,,
"Philadelphia, PA",06/30/2014,"$203,375",,,,"7,476","$266,452",7,0.2368,,,
"Philadelphia, PA",06/30/2015,"$206,762","$1,214",,,"9,011","$265,681",6,0.2264,0.2243,,
"Philadelphia, PA",06/30/2016,"$214,448","$1,249",,,"10,334","$262,201",6,0.2231,0.2231,,
"Philadelphia, PA",06/30/2017,"$224,032","$1,284",,,"10,788","$282,794",7,0.2275,0.2233,,
"Philadelphia, PA",06/30/2018,"$233,846","$1,329","29,743",675,"10,710","$284,077",7,0.2511,0.2218,52,0.9904
"Philadelphia, PA",06/30/2019,"$242,827","$1,382","27,540",660,"9,618","$297,578",7,0.2422,0.2211,45,0.9931
"Philadelphia, PA",06/30/2020,"$256,765","$1,416","17,875",608,"6,532","$293,441",7,0.2193,0.2188,44,0.9949
"Philadelphia, PA",06/30/2021,"$294,654","$1,504","17,587",747,"11,905","$358,647",7,0.2310,0.2234,19,1.0087
"Philadelphia, PA",06/30/2022,"$326,235","$1,654","15,877",623,"10,179","$391,450",8,0.2970,0.2355,17,1.0175
"Philadelphia, PA",06/30/2023,"$335,618","$1,707","12,869",509,"7,709","$409,187",8,0.3255,0.2339,24,1.0004
"Philadelphia, PA",06/30/2024,"$358,329","$1,770","13,786",371,"6,933","$437,803",8,0.3386,0.2328,24,1.0003
"Philadelphia, PA",06/30/2025,"$369,731","$1,826","15,247",298,"7,808","$465,650",8,0.3415,0.2321,26,1.0000
"Philadelphia, PA",07/31/2012,"$196,237",,,,"5,875","$254,356",7,0.2338,,,
"Philadelphia, PA",07/31/2013,"$198,233",,,,"7,349","$265,595",7,0.2604,,,
"Philadelphia, PA",07/31/2014,"$203,786",,,,"7,190","$265,281",6,0.2360,,,
"Philadelphia, PA",07/31/2015,"$207,516","$1,216",,,"9,256","$259,717",6,0.2277,0.2244,,
"Philadelphia, PA",07/31/2016,"$215,128","$1,250",,,"8,409","$268,146",6,0.2209,0.2230,,
"Philadelphia, PA",07/31/2017,"$224,685","$1,284",,,"9,447","$276,536",7,0.2287,0.2232,,
"Philadelphia, PA",07/31/2018,"$234,091","$1,330","29,468",599,"9,688","$278,265",7,0.2495,0.2213,51,0.9883
"Philadelphia, PA",07/31/2019,"$243,443","$1,386","27,224",626,"9,166","$292,166",7,0.2419,0.2217,47,0.9909
"Philadelphia, PA",07/31/2020,"$257,097","$1,422","19,132",613,"9,468","$311,567",7,0.2156,0.2180,39,1.0000
"Philadelphia, PA",07/31/2021,"$297,348","$1,522","18,540",705,"10,877","$360,047",7,0.2289,0.2237,18,1.0082
"Philadelphia, PA",07/31/2022,"$327,887","$1,665","16,534",565,"8,665","$382,227",8,0.2943,0.2352,19,1.0034
"Philadelphia, PA",07/31/2023,"$338,502","$1,715","12,885",426,"6,555","$402,337",8,0.3305,0.2338,23,1.0008
"Philadelphia, PA",07/31/2024,"$358,708","$1,777","14,152",352,"7,241","$426,475",8,0.3360,0.2323,25,1.0000
"Philadelphia, PA",07/31/2025,"$370,744","$1,839","15,662",315,"7,336","$456,689",8,0.3391,0.2325,27,1.0000
"Philadelphia, PA",08/31/2012,"$195,840",,,,"6,242","$252,714",7,0.2340,,,
"Philadelphia, PA",08/31/2013,"$198,573",,,,"7,099","$253,422",7,0.2628,,,
"Philadelphia, PA",08/31/2014,"$203,902",,,,"6,896","$263,965",6,0.2352,,,
"Philadelphia, PA",08/31/2015,"$208,406","$1,216",,,"8,178","$250,210",6,0.2256,0.2243,,
"Philadelphia, PA",08/31/2016,"$215,879","$1,250",,,"8,978","$259,352",6,0.2209,0.2229,,
"Philadelphia, PA",08/31/2017,"$225,212","$1,284",,,"9,686","$265,324",7,0.2271,0.2232,,
"Philadelphia, PA",08/31/2018,"$234,492","$1,328","28,691",669,"9,569","$275,597",7,0.2493,0.2209,52,0.9863
"Philadelphia, PA",08/31/2019,"$244,065","$1,386","26,425",720,"8,984","$287,045",7,0.2396,0.2223,49,0.9871
"Philadelphia, PA",08/31/2020,"$258,156","$1,422","19,523",606,"9,667","$324,015",7,0.2138,0.2171,35,1.0000
"Philadelphia, PA",08/31/2021,"$298,583","$1,537","19,140",708,"11,379","$359,033",7,0.2279,0.2246,20,1.0003
"Philadelphia, PA",08/31/2022,"$327,772","$1,670","16,722",512,"9,019","$380,600",8,0.2883,0.2347,22,1.0000
"Philadelphia, PA",08/31/2023,"$341,150","$1,720","12,861",444,"7,108","$402,306",8,0.3380,0.2338,23,1.0002
"Philadelphia, PA",08/31/2024,"$359,426","$1,780","14,187",399,"7,083","$429,416",8,0.3269,0.2321,27,1.0000
"Philadelphia, PA",08/31/2025,"$371,490","$1,844","15,539",281,"7,051","$452,320",8,0.3356,0.2327,29,1.0000
"Philadelphia, PA",09/30/2012,"$195,525",,,,"4,889","$232,501",7,0.2307,,,
"Philadelphia, PA",09/30/2013,"$198,905",,,,"5,876","$240,868",7,0.2633,,,
"Philadelphia, PA",09/30/2014,"$203,947",,,,"6,003","$238,355",6,0.2357,,,
"Philadelphia, PA",09/30/2015,"$209,383","$1,215",,,"7,272","$245,214",6,0.2256,0.2242,,
"Philadelphia, PA",09/30/2016,"$216,616","$1,246",,,"7,641","$246,064",6,0.2216,0.2226,,
"Philadelphia, PA",09/30/2017,"$225,818","$1,283",,,"8,084","$247,571",7,0.2257,0.2234,,
"Philadelphia, PA",09/30/2018,"$235,150","$1,326","27,833",594,"7,574","$254,117",7,0.2505,0.2208,53,0.9846
"Philadelphia, PA",09/30/2019,"$244,545","$1,382","25,524",605,"7,639","$267,356",7,0.2400,0.2230,52,0.9849
"Philadelphia, PA",09/30/2020,"$260,449","$1,421","19,475",680,"9,652","$313,330",7,0.2145,0.2177,35,1.0000
"Philadelphia, PA",09/30/2021,"$298,190","$1,545","19,135",626,"10,857","$330,062",7,0.2298,0.2276,23,1.0000
"Philadelphia, PA",09/30/2022,"$326,704","$1,670","16,360",531,"7,680","$357,120",8,0.3074,0.2345,25,1.0000
"Philadelphia, PA",09/30/2023,"$343,416","$1,724","12,916",386,"6,137","$379,178",8,0.3423,0.2341,24,1.0000
"Philadelphia, PA",09/30/2024,"$360,586","$1,782","14,242",327,"6,039","$405,312",8,0.3199,0.2320,28,1.0000
"Philadelphia, PA",09/30/2025,"$372,291","$1,849","15,589",252,"6,570","$432,369",8,0.3305,0.2328,32,1.0000
"Philadelphia, PA",10/31/2012,"$195,108",,,,"5,058","$222,146",6,0.2271,,,
"Philadelphia, PA",10/31/2013,"$199,512",,,,"5,981","$235,808",7,0.2579,,,
"Philadelphia, PA",10/31/2014,"$203,772",,,,"6,290","$236,813",6,0.2328,,,
"Philadelphia, PA",10/31/2015,"$210,124","$1,214",,,"7,097","$232,055",6,0.2239,0.2240,,
"Philadelphia, PA",10/31/2016,"$217,537","$1,245",,,"7,337","$234,738",6,0.2221,0.2226,,
"Philadelphia, PA",10/31/2017,"$226,650","$1,283",,,"7,996","$246,724",7,0.2273,0.2233,,
"Philadelphia, PA",10/31/2018,"$235,783","$1,327","27,618",606,"8,107","$245,372",7,0.2540,0.2209,56,0.9831
"Philadelphia, PA",10/31/2019,"$245,193","$1,381","24,836",672,"7,509","$262,693",7,0.2423,0.2236,53,0.9857
"Philadelphia, PA",10/31/2020,"$263,666","$1,419","19,335",805,"10,374","$308,559",7,0.2159,0.2182,33,1.0000
"Philadelphia, PA",10/31/2021,"$297,904","$1,554","18,757",615,"9,859","$333,271",7,0.2344,0.2313,24,1.0000
"Philadelphia, PA",10/31/2022,"$326,316","$1,665","16,003",496,"6,739","$349,516",8,0.3254,0.2340,27,1.0000
"Philadelphia, PA",10/31/2023,"$345,100","$1,725","13,260",402,"5,923","$378,753",8,0.3535,0.2341,25,1.0000
"Philadelphia, PA",10/31/2024,"$361,908","$1,784","14,483",374,"6,516","$403,826",8,0.3263,0.2323,30,1.0000
"Philadelphia, PA",10/31/2025,"$372,800","$1,847","15,800",328,"6,454","$425,557",8,0.3277,0.2326,34,1.0000
"Philadelphia, PA",11/30/2012,"$194,895",,,,"5,491","$234,713",6,0.2253,,,
"Philadelphia, PA",11/30/2013,"$200,123",,,,"5,076","$232,266",7,0.2592,,,
"Philadelphia, PA",11/30/2014,"$203,693",,,,"5,275","$235,002",6,0.2317,,,
"Philadelphia, PA",11/30/2015,"$210,561","$1,210",,,"5,722","$237,319",6,0.2262,0.2234,,
"Philadelphia, PA",11/30/2016,"$218,372","$1,246",,,"7,224","$237,010",6,0.2276,0.2230,,
"Philadelphia, PA",11/30/2017,"$227,743","$1,282",,,"7,574","$249,130",7,0.2281,0.2230,,
"Philadelphia, PA",11/30/2018,"$236,522","$1,331","26,984",556,"7,629","$251,134",7,0.2545,0.2212,60,0.9811
"Philadelphia, PA",11/30/2019,"$246,287","$1,381","23,612",589,"6,585","$269,064",7,0.2436,0.2242,55,0.9856
"Philadelphia, PA",11/30/2020,"$267,757","$1,420","18,281",648,"8,926","$311,917",7,0.2174,0.2187,33,1.0000
"Philadelphia, PA",11/30/2021,"$298,336","$1,562","17,493",594,"9,606","$337,445",7,0.2360,0.2345,26,1.0000
"Philadelphia, PA",11/30/2022,"$326,483","$1,662","15,231",485,"6,140","$348,198",8,0.3224,0.2338,29,1.0000
"Philadelphia, PA",11/30/2023,"$346,457","$1,722","13,197",389,"5,673","$368,739",8,0.3491,0.2337,29,1.0000
"Philadelphia, PA",11/30/2024,"$363,012","$1,787","14,296",327,"5,712","$408,473",8,0.3359,0.2328,32,1.0000
"Philadelphia, PA",11/30/2025,"$373,454","$1,846","15,511",242,"5,662","$430,579",8,0.3271,0.2325,36,1.0000
"Philadelphia, PA",12/31/2012,"$194,875",,,,"5,003","$235,010",6,0.2251,,,
"Philadelphia, PA",12/31/2013,"$200,762",,,,"5,471","$236,445",7,0.2633,,,
"Philadelphia, PA",12/31/2014,"$203,843",,,,"6,249","$232,797",6,0.2290,,,
"Philadelphia, PA",12/31/2015,"$211,072","$1,208",,,"6,982","$226,288",6,0.2265,0.2230,,
"Philadelphia, PA",12/31/2016,"$219,324","$1,247",,,"7,322","$243,572",7,0.2358,0.2233,,
"Philadelphia, PA",12/31/2017,"$228,868","$1,285",,,"7,310","$252,539",7,0.2288,0.2230,,
"Philadelphia, PA",12/31/2018,"$237,275","$1,332","25,501",521,"7,055","$248,174",7,0.2499,0.2209,65,0.9812
"Philadelphia, PA",12/31/2019,"$247,523","$1,383","21,457",596,"7,109","$265,328",7,0.2456,0.2251,62,0.9839
"Philadelphia, PA",12/31/2020,"$272,011","$1,423","16,199",746,"9,522","$308,872",7,0.2174,0.2177,32,1.0000
"Philadelphia, PA",12/31/2021,"$299,920","$1,578","15,490",656,"12,418","$322,309",7,0.2366,0.2361,29,1.0000
"Philadelphia, PA",12/31/2022,"$326,786","$1,659","13,911",460,"5,781","$342,437",8,0.3110,0.2331,33,1.0000
"Philadelphia, PA",12/31/2023,"$347,626","$1,720","12,389",335,"5,418","$373,011",8,0.3332,0.2331,33,1.0000
"Philadelphia, PA",12/31/2024,"$364,212","$1,791","13,286",355,"5,954","$398,833",8,0.3338,0.2332,36,1.0000
"Philadelphia, PA",12/31/2025,"$374,317","$1,846","14,191",279,"6,445","$420,061",8,0.3259,0.2325,40,1.0000
"Washington, DC",01/31/2012,"$312,916",,,,"4,101","$334,863",7,0.2225,,,
"Washington, DC",01/31/2013,"$334,866",,,,"4,746","$366,707",8,0.2254,,,
"Washington, DC",01/31/2014,"$361,367",,,,"4,298","$389,670",8,0.2742,,,
"Washington, DC",01/31/2015,"$371,654","$1,668",,,"4,596","$401,134",8,0.2578,0.2225,,
"Washington, DC",01/31/2016,"$381,613","$1,704",,,"5,047","$399,999",8,0.2649,0.2228,,
"Washington, DC",01/31/2017,"$390,556","$1,732",,,"6,004","$421,181",8,0.2688,0.2197,,
"Washington, DC",01/31/2018,"$404,183","$1,773",,"1,181","5,506","$432,002",8,0.2650,0.2169,,0.9932
"Washington, DC",01/31/2019,"$417,236","$1,833","17,421","1,162","5,344","$440,696",8,0.2734,0.2161,59,0.9930
"Washington, DC",01/31/2020,"$433,270","$1,884","14,881","1,129","5,612","$455,357",8,0.2567,0.2172,53,0.9972
"Washington, DC",01/31/2021,"$471,453","$1,832","12,800","1,157","6,755","$506,917",9,0.2416,0.2032,25,1.0000
"Washington, DC",01/31/2022,"$512,404","$2,027","11,544","1,121","6,360","$537,269",9,0.2740,0.2202,28,1.0000
"Washington, DC",01/31/2023,"$530,322","$2,121","11,091",758,"3,735","$544,473",9,0.3402,0.2156,42,1.0000
"Washington, DC",01/31/2024,"$548,566","$2,213","8,812",711,"3,800","$578,970",9,0.3483,0.2152,33,1.0000
"Washington, DC",01/31/2025,"$572,961","$2,310","10,528",722,"4,252","$623,251",9,0.3652,0.2178,38,1.0000
"Washington, DC",01/31/2026,"$572,590","$2,320","13,372",351,"3,780","$654,396",9,0.3308,0.2115,52,1.0000
"Washington, DC",02/28/2013,"$336,902",,,,"4,676","$361,888",8,0.2292,,,
"Washington, DC",02/28/2014,"$362,881",,,,"4,511","$392,784",8,0.2718,,,
"Washington, DC",02/28/2015,"$372,366","$1,675",,,"4,709","$401,892",8,0.2588,0.2229,,
"Washington, DC",02/28/2017,"$392,466","$1,744",,,"6,026","$417,543",8,0.2697,0.2200,,
"Washington, DC",02/28/2018,"$405,767","$1,779",,"1,058","5,375","$430,989",8,0.2723,0.2167,,1.0000
"Washington, DC",02/28/2019,"$418,602","$1,841","15,899",927,"5,352","$453,813",8,0.2712,0.2157,56,1.0000
"Washington, DC",02/28/2021,"$476,699","$1,841","11,767","1,167","7,332","$508,740",9,0.2446,0.2028,25,1.0002
"Washington, DC",02/28/2022,"$518,389","$2,038","10,075","1,034","6,651","$554,523",9,0.2831,0.2196,25,1.0066
"Washington, DC",02/28/2023,"$530,057","$2,133","9,733",775,"4,581","$572,813",9,0.3382,0.2155,41,1.0000
"Washington, DC",02/28/2025,"$574,091","$2,327","10,045",583,"4,408","$645,707",9,0.3618,0.2178,36,1.0000
"Washington, DC",02/28/2026,"$572,410","$2,331","12,333",,"4,280","$657,911",9,0.3284,0.2107,51,
"Washington, DC",02/29/2012,"$313,377",,,,"4,438","$325,751",7,0.2220,,,
"Washington, DC",02/29/2016,"$382,717","$1,708",,,"5,419","$401,570",8,0.2606,0.2225,,
"Washington, DC",02/29/2020,"$436,015","$1,892","14,014","1,053","5,716","$470,114",8,0.2546,0.2177,50,1.0000
"Washington, DC",02/29/2024,"$550,012","$2,227","8,330",782,"4,488","$610,120",9,0.3519,0.2152,32,1.0000
"Washington, DC",03/31/2012,"$314,412",,,,"5,481","$356,330",7,0.2239,,,
"Washington, DC",03/31/2013,"$338,920",,,,"6,016","$394,890",8,0.2310,,,
"Washington, DC",03/31/2014,"$364,384",,,,"5,532","$400,670",8,0.2730,,,
"Washington, DC",03/31/2015,"$373,246","$1,686",,,"6,400","$412,611",8,0.2605,0.2232,,
"Washington, DC",03/31/2016,"$383,221","$1,717",,,"7,036","$403,562",8,0.2613,0.2223,,
"Washington, DC",03/31/2017,"$394,140","$1,757",,,"8,424","$429,373",8,0.2705,0.2199,,
"Washington, DC",03/31/2018,"$407,364","$1,791","20,262","1,426","7,340","$449,744",8,0.2754,0.2168,53,1.0000
"Washington, DC",03/31/2019,"$420,498","$1,851","16,978","1,291","7,343","$462,387",8,0.2690,0.2154,47,1.0000
"Washington, DC",03/31/2020,"$438,811","$1,903","15,220","1,340","7,667","$499,143",8,0.2536,0.2168,39,1.0000
"Washington, DC",03/31/2021,"$482,510","$1,852","12,805","1,459","9,616","$543,750",9,0.2541,0.2037,21,1.0112
"Washington, DC",03/31/2022,"$526,363","$2,056","10,956","1,350","9,260","$604,368",9,0.2959,0.2190,20,1.0208
"Washington, DC",03/31/2023,"$530,189","$2,158","9,925","1,059","6,071","$587,450",9,0.3451,0.2160,33,1.0000
"Washington, DC",03/31/2024,"$553,053","$2,247","9,079",864,"5,399","$647,023",9,0.3541,0.2151,26,1.0004
"Washington, DC",03/31/2025,"$574,150","$2,349","11,500",799,"5,305","$676,952",9,0.3552,0.2174,30,1.0000
"Washington, DC",04/30/2012,"$316,167",,,,"6,073","$375,350",7,0.2241,,,
"Washington, DC",04/30/2013,"$341,003",,,,"6,998","$409,421",8,0.2296,,,
"Washington, DC",04/30/2014,"$366,110",,,,"6,564","$425,322",8,0.2733,,,
"Washington, DC",04/30/2015,"$373,734","$1,694",,,"7,398","$428,946",8,0.2584,0.2233,,
"Washington, DC",04/30/2016,"$383,162","$1,724",,,"8,172","$430,229",8,0.2589,0.2221,,
"Washington, DC",04/30/2017,"$395,609","$1,768",,,"8,693","$445,784",8,0.2669,0.2197,,
"Washington, DC",04/30/2018,"$408,559","$1,803","23,466","1,198","8,349","$468,571",8,0.2761,0.2167,45,1.0000
"Washington, DC",04/30/2019,"$422,566","$1,863","19,236","1,304","8,675","$479,840",8,0.2665,0.2151,37,1.0000
"Washington, DC",04/30/2020,"$441,134","$1,903","15,933","1,109","7,279","$508,470",8,0.2492,0.2141,30,1.0000
"Washington, DC",04/30/2021,"$489,035","$1,867","14,534","1,378","11,286","$570,225",9,0.2577,0.2053,16,1.0179
"Washington, DC",04/30/2022,"$534,235","$2,080","12,831","1,159","9,636","$631,359",9,0.3198,0.2191,15,1.0263
"Washington, DC",04/30/2023,"$531,720","$2,173","10,457",870,"6,049","$626,724",9,0.3393,0.2158,24,1.0003
"Washington, DC",04/30/2024,"$557,246","$2,267","10,354",833,"6,627","$673,662",9,0.3607,0.2153,20,1.0074
"Washington, DC",04/30/2025,"$573,871","$2,363","13,576",697,"6,643","$706,571",9,0.3558,0.2168,24,1.0000
"Washington, DC",05/31/2012,"$317,839",,,,"7,359","$400,007",7,0.2230,,,
"Washington, DC",05/31/2013,"$343,135",,,,"8,443","$432,629",8,0.2327,,,
"Washington, DC",05/31/2014,"$367,456",,,,"7,533","$452,210",8,0.2700,,,
"Washington, DC",05/31/2015,"$373,904","$1,703",,,"8,176","$448,661",8,0.2620,0.2233,,
"Washington, DC",05/31/2016,"$383,050","$1,731",,,"9,590","$442,183",8,0.2584,0.2220,,
"Washington, DC",05/31/2017,"$396,344","$1,774",,,"10,363","$467,231",8,0.2657,0.2191,,
"Washington, DC",05/31/2018,"$409,774","$1,813","26,180","1,411","9,827","$480,893",8,0.2790,0.2168,42,1.0000
"Washington, DC",05/31/2019,"$423,911","$1,873","21,772","1,301","10,282","$487,390",8,0.2648,0.2149,32,1.0000
"Washington, DC",05/31/2020,"$442,283","$1,902","16,676","1,127","6,964","$495,477",8,0.2459,0.2112,27,1.0000
"Washington, DC",05/31/2021,"$495,653","$1,894","16,849","1,374","11,604","$587,099",9,0.2593,0.2076,13,1.0233
"Washington, DC",05/31/2022,"$540,754","$2,105","14,874","1,149","10,249","$636,720",9,0.3282,0.2189,13,1.0222
"Washington, DC",05/31/2023,"$534,285","$2,191","11,309",951,"7,554","$643,612",9,0.3420,0.2157,20,1.0077
"Washington, DC",05/31/2024,"$560,690","$2,287","11,883",865,"7,450","$690,289",9,0.3638,0.2156,17,1.0088
"Washington, DC",05/31/2025,"$572,680","$2,372","16,107",679,"7,112","$708,518",9,0.3564,0.2161,23,1.0000
"Washington, DC",06/30/2012,"$319,822",,,,"7,701","$408,043",7,0.2217,,,
