metro,date,home_values,rent_index,inventory,new_construction_sales,sales_count,mean_sale_price,years_to_save_downpayment,homeowner_affordability,renter_affordability,days_on_market,median_sale_to_list_ratio
"Los Angeles, CA",02/28/2017,"$545,219","$1,983",,,"6,947","$738,027",16,0.4968,0.3498,,
"Los Angeles, CA",02/28/2018,"$607,632","$2,093",,519,"6,763","$797,327",17,0.5256,0.3496,,1.0000
"Los Angeles, CA",02/28/2019,"$652,802","$2,177","25,849",439,"6,052","$799,609",17,0.5411,0.3441,59,0.9911
"Los Angeles, CA",02/28/2021,"$739,717","$2,257","18,781",418,"7,925","$981,981",18,0.4729,0.3245,35,1.0013
"Los Angeles, CA",02/28/2022,"$850,599","$2,567","13,376",256,"7,200","$1,137,240",20,0.5746,0.3604,27,1.0316
"Los Angeles, CA",02/28/2023,"$860,828","$2,694","15,382",234,"4,615","$1,089,718",19,0.6960,0.3593,52,0.9928
"Los Angeles, CA",02/28/2025,"$961,987","$2,853","18,171",260,"5,314","$1,289,174",19,0.7502,0.3471,51,1.0000
"Los Angeles, CA",02/28/2026,"$954,296","$2,884","19,681",,"4,926","$1,258,338",19,0.6746,0.3391,60,
"Los Angeles, CA",02/29/2012,"$367,565",,,,"7,418","$437,939",13,0.4150,,,
"Los Angeles, CA",02/29/2016,"$507,652","$1,877",,,"6,932","$709,126",16,0.4681,0.3472,,
"Los Angeles, CA",02/29/2020,"$670,198","$2,259","20,624",423,"6,961","$849,495",17,0.4996,0.3500,53,1.0000
"Los Angeles, CA",02/29/2024,"$921,393","$2,758","13,875",228,"5,081","$1,200,677",19,0.7402,0.3503,41,1.0000
"Los Angeles, CA",03/31/2012,"$365,052",,,,"9,822","$469,468",13,0.4139,,,
"Los Angeles, CA",03/31/2013,"$405,908",,,,"9,980","$566,641",14,0.4355,,,
"Los Angeles, CA",03/31/2014,"$472,152",,,,"8,391","$650,325",16,0.4978,,,
"Los Angeles, CA",03/31/2015,"$508,185","$1,768",,,"9,425","$678,758",16,0.4933,0.3419,,
"Los Angeles, CA",03/31/2016,"$519,659","$1,888",,,"9,335","$721,892",16,0.4785,0.3470,,
"Los Angeles, CA",03/31/2017,"$558,724","$2,005",,,"10,165","$746,348",16,0.5079,0.3513,,
"Los Angeles, CA",03/31/2018,"$615,196","$2,103","21,998",864,"9,751","$812,120",17,0.5350,0.3488,35,1.0000
"Los Angeles, CA",03/31/2019,"$645,113","$2,189","27,132",688,"8,068","$812,185",17,0.5275,0.3435,56,0.9920
"Los Angeles, CA",03/31/2020,"$670,966","$2,259","21,194",530,"8,306","$873,141",17,0.4956,0.3465,45,1.0000
"Los Angeles, CA",03/31/2021,"$742,916","$2,272","19,497",518,"11,505","$1,019,725",18,0.4895,0.3277,32,1.0125
"Los Angeles, CA",03/31/2022,"$866,667","$2,592","14,653",323,"10,335","$1,177,597",20,0.6052,0.3616,23,1.0452
"Los Angeles, CA",03/31/2023,"$851,042","$2,708","15,214",319,"6,660","$1,171,792",19,0.7017,0.3584,49,1.0000
"Los Angeles, CA",03/31/2024,"$920,274","$2,771","14,711",304,"6,174","$1,204,627",19,0.7391,0.3490,37,1.0002
"Los Angeles, CA",03/31/2025,"$956,891","$2,877","19,912",215,"6,252","$1,318,504",19,0.7320,0.3470,47,1.0000
"Los Angeles, CA",04/30/2012,"$362,775",,,,"9,462","$492,988",13,0.4093,,,
"Los Angeles, CA",04/30/2013,"$408,923",,,,"10,426","$602,043",14,0.4325,,,
"Los Angeles, CA",04/30/2014,"$473,764",,,,"9,559","$659,877",16,0.4971,,,
"Los Angeles, CA",04/30/2015,"$508,332","$1,783",,,"10,325","$695,700",16,0.4879,0.3430,,
"Los Angeles, CA",04/30/2016,"$528,757","$1,898",,,"9,842","$725,460",16,0.4810,0.3469,,
"Los Angeles, CA",04/30/2017,"$568,455","$2,018",,,"9,122","$757,749",17,0.5074,0.3517,,
"Los Angeles, CA",04/30/2018,"$620,956","$2,112","23,784",653,"9,367","$814,880",17,0.5384,0.3481,32,1.0000
"Los Angeles, CA",04/30/2019,"$640,212","$2,200","28,454",603,"9,180","$824,225",17,0.5155,0.3433,51,0.9946
"Los Angeles, CA",04/30/2020,"$671,932","$2,247","20,897",362,"6,002","$820,145",17,0.4854,0.3421,38,1.0000
"Los Angeles, CA",04/30/2021,"$749,740","$2,283","20,038",447,"12,231","$1,057,126",18,0.4958,0.3316,27,1.0208
"Los Angeles, CA",04/30/2022,"$881,241","$2,622","16,023",259,"9,917","$1,207,557",20,0.6596,0.3639,19,1.0496
"Los Angeles, CA",04/30/2023,"$848,660","$2,719","15,103",264,"6,006","$1,109,411",19,0.6841,0.3575,42,1.0000
"Los Angeles, CA",04/30/2024,"$923,752","$2,780","15,705",334,"6,810","$1,239,461",19,0.7498,0.3485,33,1.0038
"Los Angeles, CA",04/30/2025,"$952,575","$2,879","21,628",193,"7,046","$1,270,320",19,0.7307,0.3458,41,1.0000
"Los Angeles, CA",05/31/2012,"$361,682",,,,"10,638","$491,748",13,0.4037,,,
"Los Angeles, CA",05/31/2013,"$414,146",,,,"11,568","$619,528",14,0.4400,,,
"Los Angeles, CA",05/31/2014,"$475,921",,,,"9,738","$671,855",16,0.4907,,,
"Los Angeles, CA",05/31/2015,"$508,963","$1,798",,,"10,305","$701,160",16,0.4946,0.3437,,
"Los Angeles, CA",05/31/2016,"$534,441","$1,912",,,"10,409","$744,298",16,0.4840,0.3472,,
"Los Angeles, CA",05/31/2017,"$575,093","$2,032",,,"11,033","$797,430",17,0.5094,0.3518,,
"Los Angeles, CA",05/31/2018,"$625,574","$2,120","25,605",761,"10,336","$839,016",17,0.5455,0.3471,31,1.0000
"Los Angeles, CA",05/31/2019,"$637,716","$2,212","30,124",583,"10,134","$827,328",17,0.5082,0.3433,46,0.9962
"Los Angeles, CA",05/31/2020,"$670,991","$2,238","21,255",346,"4,974","$824,770",17,0.4772,0.3378,35,1.0000
"Los Angeles, CA",05/31/2021,"$759,416","$2,301","20,588",482,"11,290","$1,088,872",18,0.4995,0.3357,24,1.0256
"Los Angeles, CA",05/31/2022,"$892,698","$2,646","17,635",253,"9,445","$1,208,037",21,0.6800,0.3654,18,1.0405
"Los Angeles, CA",05/31/2023,"$852,451","$2,728","15,305",273,"7,177","$1,127,767",19,0.6884,0.3564,35,1.0018
"Los Angeles, CA",05/31/2024,"$929,666","$2,790","17,089",301,"7,217","$1,274,440",19,0.7557,0.3480,30,1.0061
"Los Angeles, CA",05/31/2025,"$947,802","$2,884","23,659",249,"6,720","$1,280,455",19,0.7300,0.3449,39,1.0000
"Los Angeles, CA",06/30/2012,"$362,078",,,,"10,878","$499,760",13,0.3993,,,
"Los Angeles, CA",06/30/2013,"$421,171",,,,"10,609","$631,487",14,0.4700,,,
"Los Angeles, CA",06/30/2014,"$477,954",,,,"9,819","$674,601",16,0.4898,,,
"Los Angeles, CA",06/30/2015,"$510,220","$1,809",,,"11,368","$703,852",16,0.5001,0.3438,,
"Los Angeles, CA",06/30/2016,"$539,032","$1,925",,,"11,288","$738,031",16,0.4847,0.3476,,
"Los Angeles, CA",06/30/2017,"$580,052","$2,041",,,"12,206","$789,978",17,0.5065,0.3515,,
"Los Angeles, CA",06/30/2018,"$629,040","$2,131","27,109",814,"10,607","$834,313",17,0.5453,0.3471,32,1.0000
"Los Angeles, CA",06/30/2019,"$636,452","$2,221","30,980",633,"9,569","$834,630",16,0.4939,0.3435,44,0.9974
"Los Angeles, CA",06/30/2020,"$668,159","$2,233","22,209",459,"7,409","$864,683",17,0.4683,0.3338,36,0.9991
"Los Angeles, CA",06/30/2021,"$771,372","$2,335","20,766",428,"12,499","$1,094,083",19,0.5042,0.3375,23,1.0295
"Los Angeles, CA",06/30/2022,"$899,157","$2,670","19,187",241,"9,232","$1,185,195",21,0.7000,0.3662,19,1.0250
"Los Angeles, CA",06/30/2023,"$860,263","$2,735","15,439",296,"7,332","$1,164,460",19,0.7093,0.3554,31,1.0067
"Los Angeles, CA",06/30/2024,"$933,634","$2,802","18,536",288,"6,461","$1,248,856",19,0.7467,0.3475,29,1.0029
"Los Angeles, CA",06/30/2025,"$943,449","$2,890","25,128",200,"6,622","$1,297,401",19,0.7249,0.3444,40,1.0000
"Los Angeles, CA",07/31/2012,"$363,981",,,,"10,215","$503,912",13,0.3964,,,
"Los Angeles, CA",07/31/2013,"$428,898",,,,"11,471","$627,776",15,0.4933,,,
"Los Angeles, CA",07/31/2014,"$479,870",,,,"10,034","$680,845",16,0.4886,,,
"Los Angeles, CA",07/31/2015,"$510,960","$1,822",,,"11,495","$698,525",16,0.5015,0.3440,,
"Los Angeles, CA",07/31/2016,"$539,607","$1,937",,,"10,221","$733,814",16,0.4777,0.3479,,
"Los Angeles, CA",07/31/2017,"$581,168","$2,051",,,"9,997","$791,741",17,0.5082,0.3513,,
"Los Angeles, CA",07/31/2018,"$632,667","$2,142","28,811",615,"10,010","$825,039",17,0.5440,0.3470,33,1.0000
"Los Angeles, CA",07/31/2019,"$637,278","$2,230","31,524",617,"9,900","$837,854",16,0.4919,0.3439,44,0.9954
"Los Angeles, CA",07/31/2020,"$667,842","$2,236","24,174",508,"10,174","$915,835",17,0.4581,0.3304,37,1.0000
"Los Angeles, CA",07/31/2021,"$783,120","$2,379","21,361",398,"11,653","$1,075,933",19,0.5019,0.3396,22,1.0298
"Los Angeles, CA",07/31/2022,"$900,990","$2,688","21,015",244,"7,519","$1,141,747",21,0.6918,0.3659,22,1.0049
"Los Angeles, CA",07/31/2023,"$871,493","$2,748","15,803",302,"6,290","$1,154,759",19,0.7236,0.3550,29,1.0071
"Los Angeles, CA",07/31/2024,"$938,027","$2,814","19,886",207,"7,121","$1,235,703",19,0.7427,0.3471,30,1.0002
"Los Angeles, CA",07/31/2025,"$940,857","$2,893","26,379",207,"6,984","$1,287,172",19,0.7154,0.3440,43,1.0000
"Los Angeles, CA",08/31/2012,"$368,024",,,,"11,301","$508,628",13,0.4014,,,
"Los Angeles, CA",08/31/2013,"$436,942",,,,"11,359","$619,268",15,0.5081,,,
"Los Angeles, CA",08/31/2014,"$482,455",,,,"9,491","$671,520",16,0.4889,,,
"Los Angeles, CA",08/31/2015,"$509,819","$1,832",,,"10,108","$694,776",16,0.4920,0.3446,,
"Los Angeles, CA",08/31/2016,"$536,170","$1,943",,,"10,878","$736,896",16,0.4726,0.3479,,
"Los Angeles, CA",08/31/2017,"$581,040","$2,056",,,"11,440","$775,626",17,0.5019,0.3508,,
"Los Angeles, CA",08/31/2018,"$638,123","$2,150","29,874",660,"10,398","$826,247",17,0.5474,0.3471,36,1.0000
"Los Angeles, CA",08/31/2019,"$641,052","$2,235","31,208",631,"10,040","$817,655",17,0.4872,0.3442,45,0.9957
"Los Angeles, CA",08/31/2020,"$672,894","$2,235","25,175",523,"10,161","$946,839",17,0.4549,0.3272,36,1.0000
"Los Angeles, CA",08/31/2021,"$792,107","$2,430","21,816",337,"11,307","$1,080,675",19,0.5024,0.3431,23,1.0226
"Los Angeles, CA",08/31/2022,"$897,907","$2,703","22,264",215,"7,874","$1,127,385",20,0.6752,0.3651,27,1.0000
"Los Angeles, CA",08/31/2023,"$885,081","$2,758","16,117",301,"7,087","$1,180,516",19,0.7465,0.3545,29,1.0072
"Los Angeles, CA",08/31/2024,"$943,233","$2,820","20,752",253,"6,883","$1,200,169",19,0.7222,0.3464,33,1.0000
"Los Angeles, CA",08/31/2025,"$939,786","$2,894","26,688",206,"6,503","$1,254,962",19,0.7050,0.3437,47,0.9975
"Los Angeles, CA",09/30/2012,"$373,791",,,,"9,021","$516,749",13,0.4005,,,
"Los Angeles, CA",09/30/2013,"$445,492",,,,"9,362","$620,878",15,0.5173,,,
"Los Angeles, CA",09/30/2014,"$486,905",,,,"8,812","$663,540",16,0.4944,,,
"Los Angeles, CA",09/30/2015,"$506,913","$1,842",,,"9,838","$676,564",16,0.4864,0.3453,,
"Los Angeles, CA",09/30/2016,"$529,666","$1,948",,,"10,095","$719,143",16,0.4667,0.3481,,
"Los Angeles, CA",09/30/2017,"$580,714","$2,061",,,"9,827","$787,953",17,0.4957,0.3504,,
"Los Angeles, CA",09/30/2018,"$645,406","$2,154","30,428",556,"7,936","$804,467",17,0.5549,0.3467,40,0.9969
"Los Angeles, CA",09/30/2019,"$647,255","$2,238","30,618",650,"8,775","$823,536",17,0.4914,0.3453,47,0.9947
"Los Angeles, CA",09/30/2020,"$683,723","$2,234","25,453",570,"10,807","$954,659",17,0.4601,0.3270,34,1.0000
"Los Angeles, CA",09/30/2021,"$799,073","$2,468","21,609",324,"10,895","$1,079,878",19,0.5098,0.3485,24,1.0172
"Los Angeles, CA",09/30/2022,"$892,231","$2,708","22,400",229,"7,273","$1,104,376",20,0.7233,0.3644,32,1.0000
"Los Angeles, CA",09/30/2023,"$898,801","$2,761","16,196",259,"5,827","$1,157,546",19,0.7636,0.3539,30,1.0007
"Los Angeles, CA",09/30/2024,"$949,682","$2,824","21,350",211,"5,937","$1,204,657",20,0.7061,0.3462,36,1.0000
"Los Angeles, CA",09/30/2025,"$940,843","$2,893","26,539",240,"6,643","$1,247,159",19,0.6911,0.3433,50,0.9944
"Los Angeles, CA",10/31/2012,"$380,638",,,,"10,397","$515,078",13,0.3998,,,
"Los Angeles, CA",10/31/2013,"$454,086",,,,"9,802","$623,369",15,0.5113,,,
"Los Angeles, CA",10/31/2014,"$492,116",,,,"9,245","$668,001",16,0.4931,,,
"Los Angeles, CA",10/31/2015,"$503,464","$1,846",,,"9,410","$685,000",16,0.4770,0.3456,,
"Los Angeles, CA",10/31/2016,"$525,087","$1,949",,,"9,328","$719,960",16,0.4617,0.3483,,
"Los Angeles, CA",10/31/2017,"$584,026","$2,062",,,"9,423","$773,953",17,0.4999,0.3497,,
"Los Angeles, CA",10/31/2018,"$653,140","$2,158","30,606",677,"8,644","$816,241",18,0.5692,0.3467,43,0.9938
"Los Angeles, CA",10/31/2019,"$653,896","$2,239","29,591",694,"9,294","$822,527",17,0.5003,0.3464,48,0.9944
"Los Angeles, CA",10/31/2020,"$696,686","$2,234","25,306",620,"10,905","$957,720",17,0.4668,0.3280,32,1.0000
"Los Angeles, CA",10/31/2021,"$805,802","$2,493","20,711",350,"10,488","$1,075,385",19,0.5231,0.3533,25,1.0167
"Los Angeles, CA",10/31/2022,"$886,953","$2,703","21,803",264,"6,273","$1,103,601",20,0.7665,0.3636,36,0.9956
"Los Angeles, CA",10/31/2023,"$910,215","$2,758","16,344",243,"5,905","$1,162,077",20,0.7976,0.3535,31,1.0000
"Los Angeles, CA",10/31/2024,"$954,924","$2,821","21,620",210,"6,760","$1,238,319",20,0.7229,0.3458,38,1.0000
"Los Angeles, CA",10/31/2025,"$943,259","$2,891","25,801",215,"7,003","$1,246,537",19,0.6855,0.3431,53,0.9949
"Los Angeles, CA",11/30/2012,"$387,781",,,,"9,578","$532,152",13,0.4028,,,
"Los Angeles, CA",11/30/2013,"$461,394",,,,"8,294","$615,986",16,0.5196,,,
"Los Angeles, CA",11/30/2014,"$497,743",,,,"7,349","$657,896",16,0.4959,,,
"Los Angeles, CA",11/30/2015,"$499,820","$1,851",,,"7,219","$698,527",16,0.4778,0.3462,,
"Los Angeles, CA",11/30/2016,"$524,053","$1,951",,,"9,000","$728,560",16,0.4719,0.3485,,
"Los Angeles, CA",11/30/2017,"$588,137","$2,066",,,"8,683","$785,784",17,0.5020,0.3494,,
"Los Angeles, CA",11/30/2018,"$658,617","$2,163","30,035",691,"7,595","$816,471",18,0.5731,0.3465,46,0.9920
"Los Angeles, CA",11/30/2019,"$659,947","$2,243","27,588",734,"8,078","$813,451",17,0.5054,0.3473,50,0.9967
"Los Angeles, CA",11/30/2020,"$711,043","$2,236","24,128",492,"9,625","$931,380",17,0.4730,0.3290,31,1.0002
"Los Angeles, CA",11/30/2021,"$814,168","$2,507","18,955",392,"9,983","$1,088,410",19,0.5287,0.3569,26,1.0172
"Los Angeles, CA",11/30/2022,"$883,199","$2,697","20,477",273,"5,426","$1,097,211",20,0.7546,0.3632,39,0.9932
"Los Angeles, CA",11/30/2023,"$918,806","$2,748","16,051",357,"5,216","$1,179,628",20,0.7911,0.3527,33,1.0000
"Los Angeles, CA",11/30/2024,"$959,441","$2,816","20,983",272,"5,743","$1,218,034",20,0.7474,0.3455,41,1.0000
"Los Angeles, CA",11/30/2025,"$946,575","$2,884","24,240",204,"5,393","$1,272,636",19,0.6852,0.3426,55,0.9976
"Los Angeles, CA",12/31/2012,"$394,829",,,,"10,677","$557,395",13,0.4099,,,
"Los Angeles, CA",12/31/2013,"$467,217",,,,"8,801","$626,798",16,0.5335,,,
"Los Angeles, CA",12/31/2014,"$502,653",,,,"8,632","$667,044",16,0.4930,,,
"Los Angeles, CA",12/31/2015,"$496,448","$1,857",,,"9,615","$694,559",15,0.4736,0.3469,,
"Los Angeles, CA",12/31/2016,"$525,847","$1,954",,,"9,313","$711,578",16,0.4899,0.3484,,
"Los Angeles, CA",12/31/2017,"$593,127","$2,070",,,"8,674","$775,264",17,0.5053,0.3492,,
"Los Angeles, CA",12/31/2018,"$661,536","$2,169","28,252",765,"7,143","$781,477",18,0.5612,0.3462,51,0.9912
"Los Angeles, CA",12/31/2019,"$665,438","$2,246","24,357",964,"8,615","$844,863",17,0.5107,0.3482,53,0.9945
"Los Angeles, CA",12/31/2020,"$724,739","$2,236","21,871",592,"11,002","$940,776",18,0.4741,0.3270,32,1.0002
"Los Angeles, CA",12/31/2021,"$824,220","$2,524","16,307",438,"10,122","$1,108,889",19,0.5337,0.3585,27,1.0182
"Los Angeles, CA",12/31/2022,"$880,067","$2,690","18,604",246,"5,215","$1,059,470",20,0.7212,0.3621,44,0.9888
"Los Angeles, CA",12/31/2023,"$924,200","$2,743","15,050",249,"5,109","$1,135,667",20,0.7526,0.3521,36,1.0000
"Los Angeles, CA",12/31/2024,"$963,478","$2,810","19,301",254,"6,038","$1,219,417",20,0.7426,0.3451,46,1.0000
"Los Angeles, CA",12/31/2025,"$950,535","$2,875","21,853",234,"6,131","$1,223,398",19,0.6836,0.3421,59,0.9928
"Miami, FL",01/31/2012,"$147,675",,,,"7,100","$218,262",6,0.2548,,,
"Miami, FL",01/31/2013,"$159,386",,,,"8,307","$248,408",7,0.2487,,,
"Miami, FL",01/31/2014,"$189,829",,,,"8,375","$289,630",8,0.3075,,,
"Miami, FL",01/31/2015,"$213,882","$1,464",,,"8,139","$311,717",9,0.3108,0.3550,,
"Miami, FL",01/31/2016,"$235,727","$1,550",,,"7,888","$319,395",9,0.3335,0.3625,,
"Miami, FL",01/31/2017,"$254,955","$1,575",,,"7,975","$320,208",10,0.3540,0.3577,,
"Miami, FL",01/31/2018,"$275,643","$1,622",,601,"7,876","$355,882",10,0.3569,0.3493,,0.9613
"Miami, FL",01/31/2019,"$292,600","$1,677","52,285",738,"6,649","$365,430",10,0.3725,0.3430,85,0.9628
"Miami, FL",01/31/2020,"$303,162","$1,731","53,524",667,"7,910","$382,019",10,0.3533,0.3439,92,0.9650
"Miami, FL",01/31/2021,"$326,989","$1,796","48,029",654,"9,773","$478,461",10,0.3274,0.3366,82,0.9714
"Miami, FL",01/31/2022,"$389,135","$2,326","27,483",538,"10,547","$553,067",12,0.3793,0.4150,45,0.9875
"Miami, FL",01/31/2023,"$456,093","$2,549","33,272",431,"5,636","$597,694",12,0.5128,0.4160,54,0.9683
"Miami, FL",01/31/2024,"$486,112","$2,587","38,150",318,"5,647","$652,136",12,0.5349,0.3959,60,0.9669
"Miami, FL",01/31/2025,"$491,912","$2,635","52,176",204,"5,559","$710,025",12,0.5319,0.3839,89,0.9618
"Miami, FL",01/31/2026,"$469,361","$2,649","53,101",178,"5,562","$742,444",11,0.4676,0.3735,108,0.9587
"Miami, FL",02/28/2013,"$161,915",,,,"8,368","$263,321",7,0.2542,,,
"Miami, FL",02/28/2014,"$192,066",,,,"8,217","$290,130",8,0.3069,,,
"Miami, FL",02/28/2015,"$215,625","$1,470",,,"8,621","$306,604",9,0.3135,0.3564,,
"Miami, FL",02/28/2017,"$256,432","$1,578",,,"8,221","$327,812",10,0.3551,0.3577,,
"Miami, FL",02/28/2018,"$277,049","$1,625",,791,"7,897","$370,638",10,0.3654,0.3490,,0.9636
"Miami, FL",02/28/2019,"$293,759","$1,675","54,550",742,"7,132","$362,519",10,0.3694,0.3417,88,0.9650
"Miami, FL",02/28/2021,"$330,895","$1,819","47,590",658,"10,375","$496,467",10,0.3295,0.3379,83,0.9713
"Miami, FL",02/28/2022,"$398,141","$2,359","25,998",550,"10,679","$579,643",12,0.3947,0.4185,45,0.9955
"Miami, FL",02/28/2023,"$456,347","$2,551","33,759",457,"6,508","$578,042",12,0.5098,0.4140,58,0.9709
"Miami, FL",02/28/2025,"$491,163","$2,640","54,398",249,"5,834","$700,569",12,0.5257,0.3833,92,0.9643
"Miami, FL",02/28/2026,"$469,603","$2,654","53,352",,"5,984","$733,282",11,0.4649,0.3725,108,
"Miami, FL",02/29/2012,"$147,840",,,,"7,605","$222,129",6,0.2543,,,
"Miami, FL",02/29/2016,"$237,264","$1,551",,,"8,519","$319,535",9,0.3290,0.3621,,
"Miami, FL",02/29/2020,"$305,375","$1,734","54,276",498,"7,746","$376,584",10,0.3510,0.3446,92,0.9667
"Miami, FL",02/29/2024,"$488,072","$2,593","41,038",339,"6,447","$652,290",12,0.5397,0.3946,64,0.9697
"Miami, FL",03/31/2012,"$147,958",,,,"9,589","$227,768",6,0.2553,,,
"Miami, FL",03/31/2013,"$164,577",,,,"10,315","$264,347",7,0.2575,,,
"Miami, FL",03/31/2014,"$194,308",,,,"10,300","$291,243",8,0.3096,,,
"Miami, FL",03/31/2015,"$217,215","$1,476",,,"11,176","$314,370",9,0.3167,0.3578,,
"Miami, FL",03/31/2016,"$238,958","$1,553",,,"10,955","$316,974",9,0.3307,0.3614,,
"Miami, FL",03/31/2017,"$258,444","$1,586",,,"11,547","$331,482",10,0.3570,0.3583,,
"Miami, FL",03/31/2018,"$278,240","$1,629","55,444","1,356","10,598","$354,471",10,0.3687,0.3485,59,0.9655
"Miami, FL",03/31/2019,"$294,422","$1,675","57,816",786,"9,564","$375,603",10,0.3659,0.3406,87,0.9656
"Miami, FL",03/31/2020,"$307,284","$1,735","55,230",734,"10,056","$400,476",10,0.3494,0.3418,88,0.9684
"Miami, FL",03/31/2021,"$334,923","$1,847","46,171",908,"14,951","$517,940",10,0.3395,0.3425,79,0.9742
"Miami, FL",03/31/2022,"$408,819","$2,395","25,760",757,"14,459","$599,869",12,0.4147,0.4213,41,1.0000
"Miami, FL",03/31/2023,"$456,943","$2,557","34,451",627,"9,765","$604,395",12,0.5195,0.4124,60,0.9726
"Miami, FL",03/31/2024,"$490,247","$2,604","44,020",442,"8,121","$673,216",12,0.5412,0.3936,66,0.9706
"Miami, FL",03/31/2025,"$489,195","$2,647","57,256",270,"7,720","$685,705",12,0.5151,0.3820,93,0.9664
"Miami, FL",04/30/2012,"$148,063",,,,"9,739","$252,262",6,0.2543,,,
"Miami, FL",04/30/2013,"$167,168",,,,"11,446","$284,082",7,0.2576,,,
"Miami, FL",04/30/2014,"$196,548",,,,"11,247","$299,998",8,0.3112,,,
"Miami, FL",04/30/2015,"$218,828","$1,482",,,"11,662","$323,847",9,0.3162,0.3591,,
"Miami, FL",04/30/2016,"$240,694","$1,555",,,"10,914","$322,332",9,0.3294,0.3605,,
"Miami, FL",04/30/2017,"$260,446","$1,588",,,"10,450","$341,943",10,0.3539,0.3576,,
"Miami, FL",04/30/2018,"$279,398","$1,633","55,297","1,270","10,644","$372,320",10,0.3693,0.3480,62,0.9654
"Miami, FL",04/30/2019,"$294,788","$1,679","59,250",708,"10,844","$376,690",10,0.3617,0.3401,86,0.9655
"Miami, FL",04/30/2020,"$308,248","$1,729","53,517",664,"7,136","$393,183",10,0.3430,0.3373,85,0.9703
"Miami, FL",04/30/2021,"$339,221","$1,881","40,949",846,"15,668","$548,993",10,0.3422,0.3484,73,0.9769
"Miami, FL",04/30/2022,"$419,858","$2,436","25,059",581,"13,822","$606,213",12,0.4496,0.4243,35,1.0000
"Miami, FL",04/30/2023,"$458,522","$2,563","33,640",489,"8,568","$609,681",12,0.5114,0.4107,58,0.9726
"Miami, FL",04/30/2024,"$492,252","$2,612","45,685",422,"9,068","$682,186",12,0.5483,0.3922,66,0.9690
"Miami, FL",04/30/2025,"$486,568","$2,651","58,675",305,"8,088","$688,014",12,0.5136,0.3806,91,0.9654
"Miami, FL",05/31/2012,"$148,379",,,,"10,207","$256,355",6,0.2524,,,
"Miami, FL",05/31/2013,"$169,946",,,,"11,796","$302,550",7,0.2623,,,
"Miami, FL",05/31/2014,"$198,923",,,,"11,029","$324,962",8,0.3097,,,
"Miami, FL",05/31/2015,"$220,595","$1,491",,,"11,183","$324,710",9,0.3222,0.3604,,
"Miami, FL",05/31/2016,"$242,415","$1,554",,,"11,160","$319,995",9,0.3301,0.3592,,
"Miami, FL",05/31/2017,"$262,067","$1,591",,,"11,839","$343,278",10,0.3534,0.3568,,
"Miami, FL",05/31/2018,"$280,832","$1,637","54,693","1,434","10,923","$370,868",10,0.3730,0.3475,64,0.9657
"Miami, FL",05/31/2019,"$294,644","$1,684","59,411",731,"11,581","$378,269",10,0.3584,0.3399,84,0.9670
"Miami, FL",05/31/2020,"$308,165","$1,720","52,264",553,"5,534","$412,352",10,0.3380,0.3327,83,0.9650
"Miami, FL",05/31/2021,"$344,363","$1,920","38,038",867,"14,620","$547,814",11,0.3432,0.3546,65,0.9808
"Miami, FL",05/31/2022,"$430,342","$2,475","25,474",642,"12,928","$628,823",12,0.4653,0.4271,31,1.0000
"Miami, FL",05/31/2023,"$461,108","$2,569","32,929",631,"9,944","$636,870",12,0.5152,0.4092,56,0.9738
"Miami, FL",05/31/2024,"$493,962","$2,615","46,372",446,"9,214","$685,576",12,0.5501,0.3903,67,0.9699
"Miami, FL",05/31/2025,"$483,341","$2,654","59,317",375,"7,673","$721,806",12,0.5122,0.3795,91,0.9639
"Miami, FL",06/30/2012,"$149,203",,,,"9,749","$269,025",6,0.2512,,,
"Miami, FL",06/30/2013,"$172,634",,,,"10,928","$297,237",7,0.2773,,,
"Miami, FL",06/30/2014,"$200,981",,,,"10,845","$317,942",8,0.3107,,,
"Miami, FL",06/30/2015,"$222,341","$1,499",,,"12,145","$328,888",9,0.3272,0.3611,,
"Miami, FL",06/30/2016,"$244,208","$1,555",,,"11,986","$332,343",9,0.3308,0.3585,,
"Miami, FL",06/30/2017,"$263,590","$1,594",,,"11,928","$359,382",10,0.3506,0.3558,,
"Miami, FL",06/30/2018,"$282,120","$1,642","52,925","1,663","11,037","$377,229",10,0.3726,0.3471,67,0.9668
"Miami, FL",06/30/2019,"$294,571","$1,688","58,221",641,"10,140","$369,272",10,0.3502,0.3398,84,0.9677
"Miami, FL",06/30/2020,"$307,706","$1,719","51,590",710,"8,174","$408,604",10,0.3347,0.3309,84,0.9682
"Miami, FL",06/30/2021,"$350,431","$1,969","35,873",831,"16,225","$546,657",11,0.3454,0.3598,58,0.9857
"Miami, FL",06/30/2022,"$439,769","$2,502","26,465",713,"12,258","$611,776",13,0.4822,0.4279,27,1.0000
"Miami, FL",06/30/2023,"$464,715","$2,572","31,869",583,"9,653","$627,883",12,0.5280,0.4073,53,0.9749
"Miami, FL",06/30/2024,"$494,535","$2,619","46,841",405,"7,926","$702,650",12,0.5426,0.3891,68,0.9697
"Miami, FL",06/30/2025,"$480,135","$2,655","58,780",434,"7,160","$695,152",11,0.5079,0.3789,93,0.9635
"Miami, FL",07/31/2012,"$150,215",,,,"9,161","$250,251",7,0.2504,,,
"Miami, FL",07/31/2013,"$175,289",,,,"11,268","$288,352",7,0.2885,,,
"Miami, FL",07/31/2014,"$203,032",,,,"10,719","$304,211",8,0.3115,,,
